,Temp,P.Aire.Prom,P.Aire.Max,P.Aire.Min,P.Vapor.Prom,P.Vapor.Max,P.Vapor.Min,Hum.Rel.Prom,Hum.Rel.Max,Hum.Rel.Min,C.Vapor.Prom,C.Vapor.Max,C.Vapor.Min,D.Aire.Prom,D.Aire.Max,D.Aire.Min,D.Vapor.Prom,D.Vapor.Max,D.Vapor.Min,Temp.Prom,Temp.Max,Temp.Min
638,15.47,999.1985714285721,1004.46,991.87,12.93285714285713,14.97,10.22,79.76571428571417,85.89,74.41,12.93714285714286,14.93,10.31,1204.2842857142875,1209.55,1196.34,139.31428571428538,160.58,102.13,14.555714285714332,15.95,11.93
535,13.37,986.6285714285717,990.75,979.54,13.007142857142853,15.37,10.14,70.81428571428565,81.39,59.14,13.180000000000005,15.58,10.31,1181.3457142857155,1190.3,1170.06,204.56999999999962,224.54,172.79,16.37714285714289,18.87,13.37
1293,19.6,994.1942857142859,996.39,991.61,13.162857142857138,14.49,12.21,65.73714285714283,70.27,59.07,13.241428571428566,14.61,12.3,1184.1557142857132,1190.12,1176.69,154.03428571428563,199.6,116.79,17.90428571428576,19.6,16.02
1476,2.68,987.0614285714286,995.49,981.71,6.5857142857142605,8.77,5.2,82.56571428571426,97.51,70.23,6.675714285714276,8.92,5.23,1239.1642857142845,1257.04,1210.96,204.05857142857124,227.84,173.01,3.672857142857203,8.73,1.05
237,15.32,988.7099999999998,995.74,980.08,14.735714285714282,18.58,10.83,71.51999999999992,85.0,63.24,14.911428571428576,18.96,10.95,1175.8242857142861,1189.73,1160.26,212.12428571428566,234.79,189.0,18.195714285714306,21.3,15.32
1613,13.07,989.5942857142858,994.52,983.08,11.735714285714254,15.11,9.34,77.24714285714295,93.79,63.12,11.869999999999978,15.38,9.4,1197.248571428569,1216.41,1174.1,105.27571428571397,223.42,49.61,13.570000000000062,17.86,8.81
1021,10.72,983.260000000001,987.5,976.42,8.51428571428571,9.48,7.44,76.62428571428566,87.19,72.62,8.662857142857144,9.61,7.54,1211.7371428571423,1224.59,1200.39,183.98142857142813,205.86,141.55,8.637142857142889,10.72,7.02
1243,9.09,982.005714285715,984.37,978.2,9.101428571428567,10.41,7.48,80.10428571428574,93.47,67.74,9.271428571428574,10.61,7.63,1208.6785714285702,1220.39,1195.38,221.24285714285693,248.08,182.36,8.902857142857172,12.4,7.0
438,9.21,988.2628571428568,999.01,980.52,6.238571428571418,9.42,2.66,63.72285714285705,80.86,38.5,6.315714285714293,9.52,2.66,1228.468571428573,1261.73,1208.98,192.96428571428538,217.74,165.96,6.507142857142884,9.21,2.48
83,13.12,988.9028571428571,995.12,983.04,8.660000000000005,10.81,7.28,71.29714285714284,83.7,57.02,8.762857142857138,10.96,7.37,1212.2257142857143,1229.46,1192.9,183.8514285714285,230.7,139.63,10.171428571428578,13.12,7.64
1715,14.1,990.2442857142858,994.93,986.58,16.158571428571413,18.55,12.26,83.70714285714295,89.16,76.07,16.32285714285713,18.8,12.37,1181.9857142857115,1196.9,1165.14,158.05571428571395,213.63,53.42,16.937142857142938,19.77,14.1
221,17.09,987.1542857142856,990.17,981.59,14.365714285714281,15.29,12.7,78.66428571428567,92.62,70.17,14.551428571428573,15.49,12.91,1181.5442857142864,1191.81,1173.85,203.76857142857125,237.57,175.64,16.324285714285743,17.82,14.04
564,14.87,983.7585714285722,990.12,976.19,12.81285714285714,17.49,11.03,66.79571428571425,76.77,56.35,13.029999999999998,17.83,11.14,1175.1828571428593,1191.39,1158.87,198.12285714285682,228.85,140.8,17.07571428571432,19.77,14.87
802,8.05,1000.8585714285722,1008.57,994.39,6.84285714285713,8.99,5.2,75.45857142857137,84.2,68.84,6.838571428571433,8.98,5.23,1248.5200000000007,1265.76,1235.89,219.10999999999962,265.43,134.71,5.415714285714328,8.05,3.22
559,19.77,987.358571428572,992.16,980.95,14.835714285714284,17.49,13.45,67.37714285714283,76.77,59.94,15.027142857142854,17.83,13.6,1168.4228571428591,1177.56,1158.87,186.69999999999962,217.88,140.8,19.604285714285744,21.08,18.09
360,-9.66,981.2628571428571,996.78,973.34,4.338571428571424,5.68,2.65,91.65285714285703,99.17,79.77,4.432857142857147,5.84,2.66,1268.12142857143,1316.65,1242.6,128.1714285714282,207.98,27.58,-3.9685714285714013,-0.67,-9.66
61,1.08,978.1071428571429,994.03,964.43,5.75428571428572,7.3,4.16,67.36714285714287,75.09,56.2,5.894285714285711,7.55,4.19,1224.1785714285713,1260.79,1192.19,213.77285714285708,242.91,189.85,4.6285714285714326,8.03,1.08
864,7.25,994.3214285714297,1002.72,988.83,11.547142857142846,15.78,6.52,69.8071428571428,88.45,60.87,11.628571428571435,15.89,6.51,1199.732857142857,1242.73,1164.47,186.50714285714236,269.55,101.52,14.448571428571464,22.32,7.25
1610,12.25,986.1557142857143,993.18,982.81,13.77142857142854,15.42,11.68,72.95571428571438,92.72,57.02,13.974285714285694,15.69,11.77,1178.191428571426,1194.07,1151.3,129.67714285714254,209.92,64.94,16.96142857142863,22.55,12.25
1555,14.12,988.0542857142858,995.85,978.91,8.711428571428542,9.28,7.33,71.06571428571435,83.1,60.21,8.817142857142843,9.48,7.39,1209.6328571428546,1233.22,1183.29,126.42428571428546,191.52,49.54,10.567142857142915,14.12,6.21
1016,7.61,987.6228571428582,992.15,983.17,8.72,12.73,7.31,76.76999999999991,87.19,70.04,8.834285714285711,12.93,7.39,1216.412857142857,1229.31,1187.24,199.84714285714244,230.65,141.55,8.805714285714314,14.58,6.27
285,3.72,992.3685714285712,995.85,988.74,9.51285714285714,13.17,7.1,81.69428571428564,92.77,70.45,9.584285714285716,13.32,7.17,1220.547142857145,1243.84,1195.16,125.48571428571405,182.0,66.26,9.130000000000027,13.6,3.72
837,5.67,977.8457142857152,988.67,972.0,7.514285714285703,9.36,5.59,70.19285714285708,83.24,62.05,7.6885714285714375,9.62,5.66,1207.5885714285719,1232.62,1180.08,160.97999999999956,224.98,63.52,8.160000000000037,12.84,5.67
1594,10.88,984.027142857143,987.04,978.8,9.861428571428535,11.98,8.38,67.9242857142858,75.02,60.75,10.021428571428553,12.18,8.53,1194.5357142857117,1203.56,1182.51,211.60857142857114,226.68,179.21,12.76571428571434,15.35,10.88
230,15.84,985.6471428571425,990.42,981.01,15.115714285714281,16.69,13.47,87.46857142857137,95.09,79.05,15.332857142857145,16.92,13.68,1183.7700000000004,1186.25,1176.98,165.7757142857142,208.38,103.43,15.228571428571454,16.01,13.44
308,14.59,985.1557142857145,991.52,978.27,9.11285714285714,12.17,7.97,78.1357142857142,87.6,72.63,9.247142857142862,12.28,8.07,1211.2757142857156,1226.67,1194.83,180.20999999999975,213.04,121.9,9.227142857142885,14.59,6.52
1033,-0.72,987.920000000001,998.63,976.59,7.61142857142857,11.09,4.9,88.77285714285709,96.15,79.35,7.694285714285714,11.11,4.96,1237.6257142857141,1260.94,1214.45,145.02714285714248,244.52,43.2,4.168571428571461,9.81,-0.72
224,15.4,988.6857142857141,990.17,986.63,14.895714285714282,16.69,13.71,79.61571428571425,95.09,66.59,15.067142857142859,16.92,13.86,1181.3700000000006,1191.81,1174.1,201.51285714285697,237.57,187.64,16.760000000000026,18.9,14.04
442,3.42,985.9771428571427,992.17,979.55,7.854285714285704,9.42,6.04,82.4857142857142,95.74,63.97,7.962857142857149,9.52,6.13,1225.0571428571443,1246.31,1208.98,135.1242857142854,254.39,38.5,6.425714285714314,9.21,3.42
867,8.4,994.007142857144,1002.72,982.78,9.627142857142847,15.78,6.52,63.32999999999993,69.11,55.47,9.690000000000008,15.89,6.51,1207.1671428571426,1242.73,1164.47,211.42714285714234,269.55,120.83,12.808571428571465,22.32,7.25
992,16.47,987.7642857142866,990.06,984.87,11.362857142857138,13.02,9.19,73.42857142857136,86.37,69.79,11.504285714285706,13.22,9.29,1193.987142857143,1206.71,1179.06,208.88571428571393,250.75,181.68,13.851428571428595,16.47,11.52
536,13.86,986.3185714285718,990.75,979.54,12.859999999999998,15.37,10.14,71.12714285714277,81.39,59.14,13.034285714285717,15.58,10.31,1182.1585714285727,1193.74,1170.06,205.05999999999963,224.54,172.79,16.101428571428606,18.87,13.37
1390,15.23,987.7885714285721,992.14,982.96,11.085714285714262,14.07,9.44,81.09999999999994,83.76,77.31,11.225714285714279,14.24,9.57,1203.7671428571412,1215.56,1187.73,207.54285714285703,233.5,184.05,11.53000000000006,15.23,8.81
1218,10.39,989.6371428571432,995.87,981.45,9.557142857142852,11.92,7.85,80.83,94.05,69.7,9.658571428571433,12.14,7.94,1215.1342857142845,1228.27,1179.02,113.0271428571426,216.28,31.86,9.57857142857146,15.87,5.64
378,6.08,985.6514285714285,994.84,981.71,7.301428571428565,9.18,4.87,90.40285714285706,97.32,82.42,7.414285714285719,9.33,4.89,1237.4214285714295,1279.17,1214.34,193.41857142857108,210.43,183.79,3.6157142857143136,7.69,-2.73
301,8.49,991.9628571428572,1000.31,981.17,6.647142857142853,7.23,5.96,74.57999999999991,84.43,65.62,6.700000000000003,7.27,6.0,1237.370000000002,1254.12,1216.17,210.7371428571426,234.49,195.26,5.455714285714314,8.49,3.77
370,-7.2,992.6728571428569,998.0,986.77,4.002857142857137,5.31,2.63,87.17714285714278,93.84,81.39,4.0314285714285765,5.37,2.63,1284.317142857144,1321.14,1261.19,204.5985714285711,260.42,164.48,-4.247142857142829,-0.18,-10.25
658,4.67,997.0171428571437,1007.34,985.26,7.138571428571416,8.9,6.2,79.75714285714278,88.61,72.58,7.165714285714287,9.03,6.17,1243.2571428571448,1267.26,1213.84,186.58857142857104,226.92,144.96,5.534285714285756,8.74,3.06
946,20.84,988.0314285714293,992.04,982.46,14.922857142857142,19.27,11.3,64.36285714285704,75.8,55.71,15.11142857142857,19.61,11.4,1167.4428571428573,1186.32,1150.92,196.12714285714247,247.36,140.08,20.050000000000036,23.67,16.56
983,20.59,995.2214285714296,998.74,990.75,13.014285714285709,14.72,10.31,70.38428571428564,87.94,64.06,13.079999999999988,14.8,10.35,1190.5885714285719,1207.51,1168.95,168.32857142857105,226.81,118.9,16.692857142857168,20.59,13.82
626,12.21,987.548571428572,993.49,979.83,12.467142857142848,15.1,9.95,75.42142857142846,92.59,64.62,12.631428571428573,15.32,10.01,1190.1585714285734,1207.59,1175.18,205.29428571428545,232.9,146.17,14.571428571428621,17.4,12.21
408,-0.58,992.178571428571,997.16,983.77,5.9871428571428496,8.46,4.66,74.39857142857133,82.03,65.01,6.0385714285714345,8.6,4.67,1245.5514285714296,1269.61,1217.47,189.2942857142854,240.49,111.4,3.7885714285714553,8.07,-0.58
1588,12.94,989.1228571428572,995.92,983.38,8.96571428571425,11.66,6.48,74.08428571428578,95.12,62.18,9.078571428571411,11.86,6.51,1213.3371428571406,1237.67,1188.92,121.38999999999973,179.21,28.14,9.961428571428627,13.91,6.27
491,12.41,989.7142857142859,997.54,984.26,6.549999999999993,8.46,5.45,62.79428571428563,76.32,50.76,6.62142857142858,8.59,5.52,1222.6771428571449,1241.93,1195.09,106.6999999999997,180.19,52.44,8.212857142857171,12.85,4.67
911,25.07,989.665714285715,996.09,983.78,14.059999999999997,19.58,10.98,69.3085714285713,77.62,62.07,14.217142857142866,19.9,11.05,1178.7628571428565,1201.36,1140.79,207.65285714285667,253.72,148.71,17.867142857142895,25.07,13.83
493,14.82,992.9500000000002,997.54,984.49,6.79714285714285,8.97,5.45,60.90571428571419,76.32,44.37,6.847142857142865,9.0,5.52,1221.6228571428594,1241.93,1198.62,125.11142857142828,180.19,61.37,9.391428571428602,15.52,4.67
339,-2.12,983.3042857142855,990.7,979.64,2.998571428571425,4.39,2.08,85.28428571428562,95.34,75.57,3.0514285714285743,4.48,2.12,1290.2500000000011,1311.64,1257.21,119.76571428571398,193.7,25.85,-7.9085714285714,-2.12,-11.94
588,18.25,985.5271428571435,994.96,979.67,13.657142857142853,17.88,9.74,70.80714285714278,79.86,55.07,13.869999999999996,18.24,9.79,1177.7728571428593,1204.05,1150.15,212.60142857142822,234.5,186.54,16.884285714285753,21.88,13.22
1030,3.43,992.0571428571438,998.63,983.12,10.324285714285711,12.31,6.16,87.02142857142853,96.15,74.64,10.402857142857142,12.4,6.27,1218.6714285714284,1235.34,1196.46,129.36285714285674,244.52,43.2,9.371428571428604,14.4,3.43
405,0.02,994.685714285714,998.24,992.46,6.027142857142849,7.59,4.66,72.65285714285704,83.52,65.01,6.061428571428578,7.63,4.67,1246.2957142857153,1271.55,1225.15,204.69285714285678,240.49,160.94,4.307142857142884,8.25,-0.19
1323,15.94,992.9057142857147,996.28,989.05,12.588571428571417,16.07,10.51,70.09714285714277,84.09,58.92,12.681428571428569,16.17,10.55,1189.9642857142844,1200.88,1177.77,208.30714285714274,238.13,161.97,16.17714285714291,18.69,14.36
1658,20.66,984.0528571428573,991.99,977.3,15.454285714285687,17.38,14.1,79.6814285714287,89.4,66.9,15.705714285714267,17.65,14.31,1173.3814285714254,1178.72,1164.46,193.66999999999965,219.29,165.75,17.30000000000006,20.66,15.15
1399,7.88,987.4142857142862,996.35,977.37,11.321428571428552,14.47,7.3,73.00857142857134,87.28,62.06,11.47142857142856,14.66,7.33,1195.5414285714269,1231.76,1172.47,200.8114285714285,218.91,181.14,13.382857142857205,17.72,7.88
1608,17.86,987.237142857143,993.18,982.81,13.488571428571396,15.42,11.68,66.0542857142858,77.09,57.02,13.67142857142855,15.69,11.77,1173.9942857142833,1194.07,1151.3,148.1342857142854,209.92,81.08,18.37142857142863,22.55,15.31
924,14.14,986.1542857142865,987.47,984.05,15.41714285714286,19.93,11.85,73.19999999999989,85.08,62.85,15.635714285714288,20.23,12.0,1171.3357142857137,1191.97,1161.15,205.16857142857103,223.05,145.88,18.43571428571432,20.2,14.14
582,19.4,988.9842857142864,992.37,986.74,15.324285714285713,17.66,12.58,80.50428571428564,88.25,69.92,15.495714285714286,17.9,12.72,1181.054285714288,1198.06,1166.91,185.775714285714,256.42,105.58,16.907142857142894,20.54,12.91
585,14.25,985.4285714285722,992.37,979.67,16.049999999999997,17.88,12.08,75.53999999999992,79.86,69.92,16.288571428571426,18.24,12.32,1169.027142857145,1183.54,1150.15,187.7742857142854,221.28,105.58,18.747142857142894,21.88,14.25
1327,17.98,991.7571428571433,996.28,988.24,12.94285714285713,15.45,10.51,66.8157142857142,77.22,57.83,13.057142857142855,15.62,10.55,1183.301428571427,1200.88,1165.77,200.5642857142856,238.13,170.64,17.462857142857196,20.81,14.36
560,15.02,987.8142857142864,992.16,980.95,14.37,17.49,11.07,67.7185714285714,76.77,59.94,14.549999999999997,17.83,11.22,1172.142857142859,1187.99,1158.87,189.2971428571425,219.48,140.8,18.861428571428604,21.08,15.02
910,21.28,990.7614285714293,996.09,986.58,13.098571428571423,17.42,10.98,69.28571428571416,77.62,62.07,13.227142857142868,17.66,11.05,1184.2999999999993,1201.36,1159.77,214.2414285714281,253.72,148.71,16.89142857142861,21.28,13.83
823,7.1,990.2342857142866,1003.75,982.35,7.158571428571418,8.61,4.87,67.09857142857139,81.75,58.55,7.22428571428572,8.73,4.93,1223.6685714285725,1236.19,1215.68,247.82714285714243,279.37,207.23,8.03142857142861,12.38,4.66
1233,17.44,981.301428571429,988.63,971.95,11.272857142857138,14.3,9.0,72.24714285714288,78.98,61.72,11.504285714285714,14.71,9.11,1186.62857142857,1215.41,1158.47,172.79571428571407,221.45,112.57,13.787142857142884,17.55,9.24
763,-14.75,1001.4442857142866,1006.0,997.07,3.0014285714285593,4.85,1.55,82.38142857142847,95.36,75.43,2.9985714285714358,4.85,1.54,1313.447142857144,1355.44,1276.82,86.37857142857108,192.86,28.6,-7.757142857142812,-1.57,-14.75
368,-1.72,994.9628571428569,998.97,990.25,3.867142857142852,5.31,1.94,87.96714285714276,93.84,81.39,3.891428571428577,5.37,1.94,1291.7600000000016,1338.13,1261.19,190.03999999999965,260.42,112.52,-5.115714285714257,-0.18,-13.28
48,1.68,980.4514285714286,987.75,970.99,3.6985714285714337,5.58,2.96,79.03142857142855,88.77,72.66,3.7757142857142854,5.74,3.03,1266.7085714285715,1280.66,1228.15,165.21142857142854,249.63,91.16,-3.8457142857142825,1.68,-5.81
1750,12.39,984.7971428571428,989.12,980.96,14.027142857142845,14.99,11.56,84.24571428571441,95.73,72.71,14.242857142857124,15.21,11.78,1185.282857142855,1196.33,1171.68,173.46571428571397,211.13,128.48,14.754285714285803,18.15,12.39
999,15.19,986.7100000000011,996.4,975.38,9.801428571428564,12.33,7.99,70.68714285714279,73.12,66.62,9.951428571428567,12.65,8.02,1201.4071428571428,1223.56,1174.39,198.32285714285678,258.85,125.89,11.95000000000003,15.19,9.69
1447,4.28,1001.6300000000003,1007.42,998.36,6.155714285714261,7.71,5.44,85.41714285714284,99.27,61.23,6.144285714285705,7.65,5.43,1263.0271428571418,1272.95,1247.79,190.59857142857132,200.04,184.28,2.5000000000000595,5.79,-0.06
1287,18.84,998.8657142857146,1003.4,991.61,15.314285714285708,17.32,13.55,69.14571428571425,77.68,62.66,15.33571428571428,17.31,13.51,1182.4914285714278,1190.29,1175.33,140.84714285714273,237.34,75.1,19.44428571428576,20.49,18.84
1596,8.98,985.6400000000002,995.52,978.8,9.587142857142823,11.98,8.37,71.72857142857151,75.91,64.68,9.727142857142837,12.18,8.4,1202.2171428571403,1225.34,1187.06,224.7414285714283,257.6,208.09,11.427142857142913,14.27,8.98
581,19.74,989.3914285714293,992.37,986.74,14.62142857142857,17.54,12.58,78.7614285714285,88.25,67.66,14.777142857142858,17.75,12.72,1183.447142857145,1198.06,1166.91,192.23714285714257,256.42,105.58,16.510000000000037,20.54,12.91
972,21.54,987.875714285715,994.15,981.54,14.359999999999996,17.64,11.63,67.99857142857131,85.04,56.6,14.541428571428566,17.97,11.77,1172.5942857142857,1189.46,1155.81,185.4471428571425,228.64,122.75,18.772857142857173,21.54,16.58
1693,14.42,984.5642857142857,988.92,981.23,12.789999999999987,13.78,11.24,74.23714285714293,81.61,68.13,12.991428571428559,14.02,11.43,1183.0128571428547,1191.23,1174.28,214.6799999999996,243.72,194.25,15.36285714285722,16.7,14.42
929,15.82,987.055714285715,995.06,979.11,13.385714285714286,15.21,11.83,76.53142857142846,84.96,68.97,13.564285714285717,15.32,11.89,1184.9285714285713,1196.09,1174.03,219.44571428571388,237.56,190.63,15.562857142857172,17.42,14.14
315,4.68,973.5142857142857,992.8,956.35,8.008571428571427,10.76,6.35,84.89999999999989,95.89,71.55,8.212857142857144,10.84,6.5,1211.1842857142874,1224.66,1200.04,165.64999999999978,229.22,44.5,5.9942857142857395,13.05,2.04
1484,-2.75,982.0314285714287,989.24,976.49,6.099999999999975,7.73,4.7,94.34428571428568,99.9,84.27,6.215714285714273,7.9,4.75,1246.7771428571414,1272.16,1218.39,86.60999999999987,183.85,30.27,0.6342857142857744,5.72,-2.75
538,17.59,985.3042857142862,987.69,979.54,13.039999999999997,15.95,10.14,72.24571428571421,83.08,59.14,13.232857142857146,16.17,10.31,1181.2528571428588,1193.74,1170.06,211.28285714285678,224.54,200.0,16.004285714285746,18.87,13.37
1298,21.61,995.5357142857147,996.49,994.62,14.425714285714282,15.89,12.8,63.008571428571415,70.93,58.36,14.491428571428568,15.95,12.86,1176.1185714285698,1186.32,1169.47,108.22857142857131,136.77,80.99,20.165714285714333,21.61,17.82
1267,23.46,988.8071428571432,992.9,984.77,17.142857142857135,23.8,11.66,69.62857142857139,79.01,62.8,17.347142857142853,24.12,11.74,1165.627142857142,1195.09,1133.43,150.25285714285698,209.26,71.19,20.560000000000034,27.53,15.0
889,17.18,985.0342857142865,989.62,980.27,11.09999999999999,14.88,8.53,78.86999999999989,92.01,61.79,11.277142857142865,15.18,8.63,1198.5699999999997,1214.97,1169.63,202.83857142857096,262.17,133.5,11.97285714285718,17.18,9.33
795,4.39,996.0971428571437,1000.05,992.43,8.774285714285702,11.21,5.57,83.26142857142852,90.45,66.5,8.805714285714291,11.23,5.61,1232.3185714285719,1243.0,1220.87,181.75285714285673,231.32,107.31,7.5114285714286115,10.33,4.39
1176,-0.39,980.5971428571432,989.41,969.5,4.569999999999997,5.74,3.06,76.70857142857143,92.31,48.85,4.667142857142862,5.91,3.1,1250.2699999999986,1278.47,1229.48,165.7914285714283,247.78,69.74,-0.3685714285714018,2.29,-4.14
603,24.74,989.2914285714293,995.13,980.93,17.794285714285714,20.06,12.67,74.3114285714285,82.09,64.56,17.99285714285714,20.29,12.73,1165.2000000000016,1191.62,1139.3,156.23714285714257,194.88,118.91,20.714285714285758,24.74,16.46
426,-0.35,998.6957142857138,1006.49,986.3,4.04857142857142,5.63,2.66,67.3199999999999,83.95,50.32,4.05428571428572,5.64,2.66,1272.3514285714302,1286.87,1250.45,140.91428571428534,192.58,61.87,-0.07999999999997291,1.42,-2.7
728,3.78,998.5828571428581,1007.92,989.38,7.315714285714274,8.89,5.73,82.4642857142856,93.04,71.65,7.322857142857148,8.95,5.8,1246.6828571428591,1260.29,1233.18,201.07999999999964,235.49,176.69,5.108571428571473,7.15,3.51
1742,14.78,992.9571428571427,1001.71,983.49,12.358571428571414,14.44,10.58,81.80285714285726,87.0,75.16,12.439999999999985,14.43,10.67,1202.312857142855,1210.58,1184.18,163.00999999999962,190.79,138.01,13.232857142857231,14.78,11.62
146,12.0,989.0642857142856,999.93,981.94,11.657142857142855,13.5,9.83,74.53285714285711,82.63,68.6,11.784285714285712,13.71,10.01,1195.1985714285718,1211.41,1178.81,182.31142857142848,227.97,104.06,13.8857142857143,16.79,10.89
1547,2.92,982.9828571428574,986.43,978.5,7.239999999999969,9.17,5.65,66.95428571428577,80.23,41.61,7.3642857142857,9.35,5.72,1212.095714285712,1242.34,1178.25,194.15857142857126,222.71,151.83,8.702857142857201,17.17,2.92
1102,6.4,995.3642857142861,1002.49,980.64,8.165714285714285,10.07,6.33,82.14857142857143,93.81,71.79,8.197142857142858,10.05,6.36,1234.9971428571425,1246.99,1220.09,230.59857142857115,261.91,201.34,6.745714285714313,9.49,4.04
816,8.15,1004.1728571428578,1007.87,999.66,7.754285714285702,9.54,5.24,70.26285714285709,84.68,57.63,7.72428571428572,9.49,5.2,1237.2828571428577,1253.16,1227.06,129.4499999999996,217.79,98.15,8.835714285714328,10.78,6.32
1313,22.9,991.0800000000006,993.97,988.02,17.712857142857143,20.44,15.13,67.20857142857135,82.73,54.3,17.874285714285712,20.57,15.27,1159.8342857142845,1171.24,1142.34,183.7714285714284,234.09,138.93,22.591428571428622,26.34,19.96
1184,0.42,987.1071428571432,994.02,979.24,3.2814285714285667,4.93,2.07,64.60285714285713,79.38,51.89,3.3285714285714314,5.04,2.09,1270.3242857142843,1291.08,1244.55,76.74285714285683,208.32,49.24,-2.7614285714285454,0.42,-5.5
570,13.07,980.1728571428578,982.41,977.46,11.717142857142855,14.59,9.53,68.98285714285707,83.92,62.69,11.957142857142856,14.88,9.71,1179.4657142857166,1191.12,1163.58,205.86571428571395,256.1,107.43,15.068571428571463,17.99,13.07
264,12.78,988.2514285714284,994.27,982.73,9.884285714285712,11.43,8.44,73.84285714285711,76.84,71.71,10.002857142857144,11.63,8.53,1205.2214285714294,1218.26,1187.44,212.89857142857133,239.39,185.73,11.45428571428574,13.93,9.18
941,18.87,989.2728571428579,1000.53,982.46,16.648571428571426,19.27,11.14,63.321428571428484,75.8,57.9,16.845714285714287,19.61,11.14,1159.6257142857141,1194.31,1141.15,152.9957142857139,247.36,86.78,22.25714285714289,25.83,17.58
1660,22.24,988.5728571428573,995.01,983.67,15.7185714285714,17.38,14.1,72.98857142857156,86.92,63.75,15.89999999999998,17.65,14.31,1171.4114285714256,1178.72,1164.46,174.6685714285711,217.41,97.96,19.111428571428636,22.24,16.02
1683,21.77,987.927142857143,992.1,983.45,17.10142857142856,20.4,14.96,79.17285714285721,88.17,62.65,17.3142857142857,20.74,15.08,1170.3399999999976,1183.52,1155.17,185.2685714285711,206.44,155.19,19.03142857142864,21.77,17.0
120,12.48,991.6614285714286,999.29,981.97,9.32142857142857,10.91,8.02,61.895714285714256,75.67,51.19,9.405714285714284,11.09,8.05,1200.302857142858,1216.99,1174.76,200.20714285714277,252.63,149.15,13.727142857142871,16.88,11.95
247,10.91,989.942857142857,993.7,981.68,10.859999999999998,12.0,10.07,79.89285714285708,87.02,73.23,10.970000000000002,12.1,10.2,1205.8685714285725,1213.97,1200.21,197.38857142857128,235.51,128.08,11.651428571428596,13.14,9.11
901,19.64,990.8185714285721,994.66,985.24,13.891428571428563,15.77,12.1,72.15571428571417,88.62,59.73,14.024285714285725,15.94,12.17,1182.5871428571427,1207.95,1163.89,171.86285714285663,217.08,89.02,17.255714285714323,21.43,11.8
336,-11.34,980.7028571428569,987.34,976.39,3.5742857142857107,4.91,2.08,90.58285714285704,95.74,81.15,3.645714285714289,5.03,2.12,1279.0885714285723,1303.74,1251.35,98.53142857142826,193.7,25.85,-6.384285714285687,-1.86,-11.34
1745,15.06,986.6814285714285,991.84,982.05,12.868571428571414,14.99,10.58,78.3657142857144,88.31,72.71,13.047142857142841,15.21,10.67,1189.4442857142838,1208.68,1171.61,172.72714285714252,202.61,134.48,14.445714285714375,18.15,11.62
62,-2.11,980.5885714285714,994.03,964.43,5.3214285714285765,7.3,3.9,67.40428571428572,75.35,56.2,5.439999999999997,7.55,3.94,1232.7857142857142,1271.07,1192.19,206.88142857142853,242.91,141.61,3.4614285714285757,8.03,-2.11
1439,7.86,995.1657142857147,1002.22,986.24,6.1257142857142615,8.59,4.85,82.40285714285713,91.18,73.34,6.152857142857134,8.6,4.92,1254.801428571427,1280.13,1234.33,222.54142857142847,256.51,179.55,2.5171428571429155,7.86,-0.95
417,-8.96,985.685714285714,993.82,975.93,4.2299999999999915,5.38,2.29,82.87142857142847,95.21,74.19,4.300000000000005,5.51,2.31,1268.6285714285727,1309.28,1231.19,75.13857142857107,172.89,29.01,-2.848571428571401,2.43,-8.96
441,4.41,985.4514285714283,991.58,979.55,7.78999999999999,9.42,6.04,79.08428571428563,95.74,63.97,7.900000000000007,9.52,6.13,1222.238571428573,1232.23,1208.98,129.8885714285711,217.74,38.5,6.920000000000028,9.21,4.41
1027,9.81,991.9942857142868,998.63,987.07,11.125714285714283,12.31,9.48,80.24571428571426,95.57,69.33,11.217142857142857,12.4,9.61,1206.6628571428569,1226.39,1189.22,139.55571428571392,191.75,43.2,12.091428571428603,15.35,8.86
1582,13.91,985.2928571428573,993.22,979.94,12.309999999999969,13.56,10.35,79.25285714285722,92.6,68.9,12.492857142857124,13.8,10.53,1190.3371428571404,1203.09,1182.39,111.665714285714,170.17,40.39,13.881428571428629,15.68,12.65
1629,14.5,994.1114285714286,998.89,991.21,14.669999999999968,21.32,10.75,69.04428571428583,77.27,63.14,14.754285714285698,21.5,10.81,1182.7257142857109,1201.92,1148.94,163.32142857142819,249.84,83.99,18.10571428571435,25.13,13.81
1131,3.95,980.2971428571433,985.39,973.15,7.085714285714284,9.86,5.39,80.5442857142857,86.48,67.99,7.231428571428574,10.06,5.48,1224.7728571428565,1248.34,1201.65,226.51142857142827,264.3,204.58,4.940000000000025,10.11,1.26
1412,2.6,986.2400000000006,1001.49,974.64,8.84142857142855,12.39,6.49,82.32999999999994,89.52,71.64,8.977142857142848,12.64,6.49,1219.2799999999984,1260.41,1184.64,209.68142857142854,238.51,178.28,7.751428571428631,13.82,2.6
35,-0.71,979.3071428571427,988.4,964.07,4.3871428571428615,5.53,3.45,79.33857142857141,86.83,75.26,4.477142857142856,5.6,3.54,1254.0242857142857,1264.85,1238.18,210.19571428571427,248.07,182.26,-1.551428571428568,0.38,-4.69
41,-6.34,984.7171428571428,993.94,979.53,3.674285714285719,5.22,2.7,83.28857142857139,89.04,73.91,3.7285714285714278,5.29,2.76,1276.137142857143,1290.5,1255.43,101.28571428571426,185.1,22.57,-4.698571428571426,-0.01,-7.13
